# NetGPI 1.1	Timestamp: 20230505155710
ID	Seq-length	Pred. GPI-Anchored	Omega-site pos.	Likelihood	Amino-acid
megahit_228112_1646-2437	263	Not GPI-Anchored	-	0.992	*
megahit_228114_1-1488	495	Not GPI-Anchored	-	0.995	*
megahit_228114_1542-2438	298	Not GPI-Anchored	-	0.843	*
megahit_228115_1-1488	495	Not GPI-Anchored	-	0.995	*
megahit_228115_1556-2452	298	Not GPI-Anchored	-	0.843	*
megahit_228148_2-802	267	Not GPI-Anchored	-	0.990	*
megahit_228236_160-648	162	Not GPI-Anchored	-	0.994	*
megahit_228260_82-528	148	Not GPI-Anchored	-	0.536	*
megahit_228509_2-604	200	Not GPI-Anchored	-	0.991	*
megahit_228574_654-1001	115	Not GPI-Anchored	-	0.995	*
megahit_228583_1-513	171	Not GPI-Anchored	-	0.991	*
megahit_227879_785-2269	494	Not GPI-Anchored	-	0.991	*
megahit_227878_983-2467	494	Not GPI-Anchored	-	0.991	*
megahit_226672_3100-3855	251	Not GPI-Anchored	-	0.990	*
megahit_227825_1807-3009	400	Not GPI-Anchored	-	0.994	*
megahit_226673_3112-3867	251	Not GPI-Anchored	-	0.990	*
megahit_227197_2-403	133	Not GPI-Anchored	-	0.994	*
megahit_227318_241-1293	350	Not GPI-Anchored	-	0.993	*
megahit_227479_2-628	209	Not GPI-Anchored	-	0.987	*
megahit_227501_54-605	183	Not GPI-Anchored	-	0.994	*
megahit_227502_1-792	264	Not GPI-Anchored	-	0.992	*
megahit_227554_294-758	154	Not GPI-Anchored	-	0.972	*
megahit_227557_294-758	154	Not GPI-Anchored	-	0.972	*
megahit_227619_2185-3024	279	Not GPI-Anchored	-	0.991	*
megahit_227620_1868-2707	279	Not GPI-Anchored	-	0.991	*
megahit_227722_156-1898	580	Not GPI-Anchored	-	0.994	*
megahit_227734_2577-3044	155	Not GPI-Anchored	-	0.982	*
megahit_227735_3180-3647	155	Not GPI-Anchored	-	0.982	*
megahit_227774_25-402	125	Not GPI-Anchored	-	0.992	*
megahit_227821_383-826	147	Not GPI-Anchored	-	0.991	*
megahit_227822_1653-2855	400	Not GPI-Anchored	-	0.994	*
megahit_227823_1801-3003	400	Not GPI-Anchored	-	0.994	*
megahit_227823_3131-4405	424	Not GPI-Anchored	-	0.994	*
megahit_227824_383-1657	424	Not GPI-Anchored	-	0.994	*
megahit_240100_129-1076	315	Not GPI-Anchored	-	0.996	*
megahit_240144_4729-5553	274	Not GPI-Anchored	-	0.995	*
megahit_240189_262-1263	333	Not GPI-Anchored	-	0.993	*
megahit_389350_217-702	161	Not GPI-Anchored	-	0.996	*
megahit_258390_1292-1900	203	Not GPI-Anchored	-	0.994	*
megahit_258910_674-2695	674	Not GPI-Anchored	-	0.994	*
megahit_371241_1-717	238	Not GPI-Anchored	-	0.987	*
megahit_372601_1-1014	338	Not GPI-Anchored	-	0.990	*
megahit_374661_64-1131	355	Not GPI-Anchored	-	0.990	*
megahit_377001_3-419	139	Not GPI-Anchored	-	0.992	*
megahit_379207_1-456	151	Not GPI-Anchored	-	0.994	*
megahit_382591_4-474	156	Not GPI-Anchored	-	0.994	*
megahit_383489_51-755	234	Not GPI-Anchored	-	0.989	*
megahit_392479_19-711	231	Not GPI-Anchored	-	0.994	*
megahit_240190_262-1263	333	Not GPI-Anchored	-	0.993	*
megahit_399118_1-762	253	Not GPI-Anchored	-	0.987	*
megahit_399167_3-1337	445	Not GPI-Anchored	-	0.993	*
megahit_401016_519-962	147	Not GPI-Anchored	-	0.995	*
megahit_401375_2-607	201	Not GPI-Anchored	-	0.995	*
megahit_402111_42-803	253	Not GPI-Anchored	-	0.981	*
megahit_402207_3-1727	575	Not GPI-Anchored	-	0.993	*
megahit_402618_1029-1610	193	Not GPI-Anchored	-	0.995	*
megahit_408664_2-814	271	Not GPI-Anchored	-	0.992	*
megahit_410322_1-600	199	Not GPI-Anchored	-	0.993	*
megahit_254956_1-492	163	Not GPI-Anchored	-	0.993	*
megahit_254184_2-799	266	Not GPI-Anchored	-	0.992	*
megahit_254165_1-1266	422	Not GPI-Anchored	-	0.988	*
megahit_253858_453-1271	272	Not GPI-Anchored	-	0.995	*
megahit_251862_56-481	142	Not GPI-Anchored	-	0.980	*
megahit_252094_107-1705	533	Not GPI-Anchored	-	0.974	*
megahit_252095_107-817	237	Not GPI-Anchored	-	0.994	*
megahit_252160_236-760	174	Not GPI-Anchored	-	0.994	*
megahit_252361_1103-2377	424	Not GPI-Anchored	-	0.992	*
megahit_252363_1103-2377	424	Not GPI-Anchored	-	0.992	*
megahit_252364_4089-4808	240	Not GPI-Anchored	-	0.993	*
megahit_252374_1-684	228	Not GPI-Anchored	-	0.991	*
megahit_252379_1666-2388	240	Not GPI-Anchored	-	0.993	*
megahit_252508_2-1141	380	Not GPI-Anchored	-	0.992	*
megahit_252881_1-1365	455	Not GPI-Anchored	-	0.931	*
megahit_253365_1017-1373	118	Not GPI-Anchored	-	0.982	*
megahit_253617_2-877	291	Not GPI-Anchored	-	0.994	*
megahit_253618_2-877	291	Not GPI-Anchored	-	0.994	*
megahit_253639_172-1506	444	Not GPI-Anchored	-	0.993	*
megahit_253642_1-654	217	Not GPI-Anchored	-	0.993	*
megahit_253760_1-501	166	Not GPI-Anchored	-	0.991	*
megahit_253836_103-762	219	Not GPI-Anchored	-	0.987	*
megahit_253857_91-921	276	Not GPI-Anchored	-	0.991	*
megahit_412058_2-424	141	Not GPI-Anchored	-	0.995	*
megahit_416889_1-1065	354	Not GPI-Anchored	-	0.974	*
megahit_420830_3-590	196	Not GPI-Anchored	-	0.983	*
megahit_472673_2-547	182	Not GPI-Anchored	-	0.993	*
megahit_473354_608-1138	176	Not GPI-Anchored	-	0.993	*
megahit_473422_2-670	223	Not GPI-Anchored	-	0.994	*
megahit_474262_661-1281	206	Not GPI-Anchored	-	0.989	*
megahit_476340_237-557	106	Not GPI-Anchored	-	0.994	*
megahit_476679_140-1213	357	Not GPI-Anchored	-	0.988	*
megahit_477466_87-593	168	Not GPI-Anchored	-	0.993	*
megahit_478652_7-1023	339	Not GPI-Anchored	-	0.983	*
megahit_480970_2-850	283	Not GPI-Anchored	-	0.960	*
megahit_484621_48-572	174	Not GPI-Anchored	-	0.981	*
megahit_490219_2-1285	428	Not GPI-Anchored	-	0.993	*
megahit_490873_1-1974	658	Not GPI-Anchored	-	0.996	*
megahit_492055_88-414	108	Not GPI-Anchored	-	0.994	*
megahit_494138_227-883	219	Not GPI-Anchored	-	0.991	*
megahit_496888_11-613	200	Not GPI-Anchored	-	0.877	*
megahit_497026_2-589	196	Not GPI-Anchored	-	0.995	*
megahit_503599_3-1328	442	Not GPI-Anchored	-	0.980	*
megahit_503653_2-859	286	Not GPI-Anchored	-	0.976	*
megahit_503934_2-679	226	Not GPI-Anchored	-	0.994	*
megahit_504770_704-1348	215	Not GPI-Anchored	-	0.985	*
megahit_473223_596-925	110	Not GPI-Anchored	-	0.981	*
megahit_471207_148-837	229	Not GPI-Anchored	-	0.995	*
megahit_421094_3-968	322	Not GPI-Anchored	-	0.996	*
megahit_471040_2-517	172	Not GPI-Anchored	-	0.970	*
megahit_423892_3-1511	503	Not GPI-Anchored	-	0.994	*
megahit_427464_1-450	149	Not GPI-Anchored	-	0.993	*
megahit_433140_56-589	177	Not GPI-Anchored	-	0.993	*
megahit_437366_2-634	210	Not GPI-Anchored	-	0.992	*
megahit_440758_2-373	124	Not GPI-Anchored	-	0.960	*
megahit_441938_86-568	160	Not GPI-Anchored	-	0.990	*
megahit_442321_1-1044	347	Not GPI-Anchored	-	0.996	*
megahit_446829_1-519	173	Not GPI-Anchored	-	0.994	*
megahit_447430_39-809	256	Not GPI-Anchored	-	0.988	*
megahit_448436_11-1591	526	Not GPI-Anchored	-	0.993	*
megahit_450746_24-653	209	Not GPI-Anchored	-	0.994	*
megahit_451809_384-887	168	Not GPI-Anchored	-	0.986	*
megahit_454443_103-513	136	Not GPI-Anchored	-	0.993	*
megahit_462805_135-1802	555	Not GPI-Anchored	-	0.989	*
megahit_462817_1-888	296	Not GPI-Anchored	-	0.995	*
megahit_464994_1-333	111	Not GPI-Anchored	-	0.995	*
megahit_467346_180-776	198	Not GPI-Anchored	-	0.994	*
megahit_469568_1917-2519	201	Not GPI-Anchored	-	0.985	*
megahit_470900_322-1464	381	Not GPI-Anchored	-	0.986	*
megahit_251861_1502-2506	334	Not GPI-Anchored	-	0.989	*
megahit_251737_3-818	272	Not GPI-Anchored	-	0.992	*
megahit_251655_678-1193	171	Not GPI-Anchored	-	0.996	*
megahit_244165_4680-6902	740	Not GPI-Anchored	-	0.991	*
megahit_244268_45-8534	2829	Not GPI-Anchored	-	0.984	*
megahit_244269_45-6821	2259	Not GPI-Anchored	-	0.990	*
megahit_244287_7202-7846	214	Not GPI-Anchored	-	0.988	*
megahit_244372_394-1179	262	Not GPI-Anchored	-	0.993	*
megahit_244373_394-2265	623	Not GPI-Anchored	-	0.990	*
megahit_244374_394-1110	238	Not GPI-Anchored	-	0.995	*
megahit_244753_873-1673	266	Not GPI-Anchored	-	0.991	*
megahit_244753_1673-2233	186	Not GPI-Anchored	-	0.994	*
megahit_244880_65-2662	865	Not GPI-Anchored	-	0.985	*
megahit_244881_65-2662	865	Not GPI-Anchored	-	0.985	*
megahit_245104_1885-2655	256	Not GPI-Anchored	-	0.994	*
megahit_245107_1885-2655	256	Not GPI-Anchored	-	0.994	*
megahit_245108_1885-2655	256	Not GPI-Anchored	-	0.994	*
megahit_245246_52-813	253	Not GPI-Anchored	-	0.980	*
megahit_245294_3104-3847	247	Not GPI-Anchored	-	0.990	*
megahit_245294_3932-5017	361	Not GPI-Anchored	-	0.993	*
megahit_245294_12333-13145	270	Not GPI-Anchored	-	0.995	*
megahit_245298_2072-2815	247	Not GPI-Anchored	-	0.990	*
megahit_245298_2900-3985	361	Not GPI-Anchored	-	0.993	*
megahit_244265_45-8534	2829	Not GPI-Anchored	-	0.984	*
megahit_244162_315-2537	740	Not GPI-Anchored	-	0.991	*
megahit_245379_68-580	171	Not GPI-Anchored	-	0.993	*
megahit_243999_70-3183	1037	Not GPI-Anchored	-	0.994	*
megahit_240191_262-1263	333	Not GPI-Anchored	-	0.993	*
megahit_240359_196-1314	372	Not GPI-Anchored	-	0.987	*
megahit_240394_730-1521	263	Not GPI-Anchored	-	0.996	*
megahit_240395_1038-1826	262	Not GPI-Anchored	-	0.996	*
megahit_240416_63-905	280	Not GPI-Anchored	-	0.986	*
megahit_240418_63-905	280	Not GPI-Anchored	-	0.986	*
megahit_240598_373-1566	397	Not GPI-Anchored	-	0.994	*
megahit_240599_373-1566	397	Not GPI-Anchored	-	0.994	*
megahit_240661_741-4244	1167	Not GPI-Anchored	-	0.993	*
megahit_240662_26-4246	1406	Not GPI-Anchored	-	0.993	*
megahit_240663_1386-4247	953	Not GPI-Anchored	-	0.993	*
megahit_241671_1-1167	389	Not GPI-Anchored	-	0.989	*
megahit_241672_1-1167	389	Not GPI-Anchored	-	0.989	*
megahit_241689_481-2199	572	Not GPI-Anchored	-	0.989	*
megahit_243128_821-1594	257	Not GPI-Anchored	-	0.995	*
megahit_243658_52-402	117	Not GPI-Anchored	-	0.994	*
megahit_243816_39-917	292	Not GPI-Anchored	-	0.994	*
megahit_243998_70-3183	1037	Not GPI-Anchored	-	0.994	*
megahit_243998_6149-7276	375	Not GPI-Anchored	-	0.991	*
megahit_245298_11301-12113	270	Not GPI-Anchored	-	0.995	*
megahit_245395_502-1239	245	Not GPI-Anchored	-	0.990	*
megahit_251368_1848-2633	261	Not GPI-Anchored	-	0.971	*
megahit_248983_219-959	246	Not GPI-Anchored	-	0.992	*
megahit_249005_9-482	157	Not GPI-Anchored	-	0.626	*
megahit_249005_530-1147	205	Not GPI-Anchored	-	0.985	*
megahit_249173_3-1334	444	Not GPI-Anchored	-	0.991	*
megahit_249440_589-1485	299	Not GPI-Anchored	-	0.993	*
megahit_249821_3835-4515	226	Not GPI-Anchored	-	0.985	*
megahit_249822_3594-4283	229	Not GPI-Anchored	-	0.985	*
megahit_249834_3-3602	1200	Not GPI-Anchored	-	0.981	*
megahit_249841_3-3602	1200	Not GPI-Anchored	-	0.981	*
megahit_250037_87-1580	497	Not GPI-Anchored	-	0.976	*
megahit_250040_87-1580	497	Not GPI-Anchored	-	0.976	*
megahit_250040_1641-2249	203	Not GPI-Anchored	-	0.989	*
megahit_250041_87-1580	497	Not GPI-Anchored	-	0.976	*
megahit_250042_87-1580	497	Not GPI-Anchored	-	0.976	*
megahit_250171_2720-4324	534	Not GPI-Anchored	-	0.995	*
megahit_250288_8524-9087	187	Not GPI-Anchored	-	0.994	*
megahit_250293_2562-3125	187	Not GPI-Anchored	-	0.994	*
megahit_251298_1265-3403	712	Not GPI-Anchored	-	0.996	*
megahit_251302_1265-3403	712	Not GPI-Anchored	-	0.996	*
megahit_251366_1978-2763	261	Not GPI-Anchored	-	0.971	*
megahit_248984_1439-2179	246	Not GPI-Anchored	-	0.992	*
megahit_248961_17-1249	410	Not GPI-Anchored	-	0.993	*
megahit_245398_502-1239	245	Not GPI-Anchored	-	0.990	*
megahit_248948_2112-3428	438	Not GPI-Anchored	-	0.995	*
megahit_245471_1071-1979	302	Not GPI-Anchored	-	0.993	*
megahit_245891_1-1953	651	Not GPI-Anchored	-	0.985	*
megahit_246247_3-1190	395	Not GPI-Anchored	-	0.995	*
megahit_246248_3-2297	764	Not GPI-Anchored	-	0.991	*
megahit_246448_1344-2045	233	Not GPI-Anchored	-	0.985	*
megahit_246483_328-2079	583	Not GPI-Anchored	-	0.996	*
megahit_246483_2082-3185	367	Not GPI-Anchored	-	0.986	*
megahit_246645_133-1137	334	Not GPI-Anchored	-	0.990	*
megahit_246695_81-1079	333	Not GPI-Anchored	-	0.995	*
megahit_246823_247-1566	439	Not GPI-Anchored	-	0.977	*
megahit_247073_1-432	144	Not GPI-Anchored	-	0.983	*
megahit_247941_611-1279	222	Not GPI-Anchored	-	0.970	*
megahit_248053_665-1330	221	Not GPI-Anchored	-	0.994	*
megahit_248065_26-1060	344	Not GPI-Anchored	-	0.992	*
megahit_248066_26-1060	344	Not GPI-Anchored	-	0.992	*
megahit_248237_12910-15996	1028	Not GPI-Anchored	-	0.992	*
megahit_248240_1290-4376	1028	Not GPI-Anchored	-	0.992	*
megahit_248241_12910-15990	1026	Not GPI-Anchored	-	0.992	*
megahit_248948_31-2103	690	Not GPI-Anchored	-	0.996	*
megahit_140582_253-3132	959	Not GPI-Anchored	-	0.993	*
megahit_142679_3-947	315	Not GPI-Anchored	-	0.990	*
megahit_140580_2-1828	609	Not GPI-Anchored	-	0.989	*
megahit_47287_91-729	212	Not GPI-Anchored	-	0.989	*
megahit_46413_168-1097	309	Not GPI-Anchored	-	0.995	*
megahit_46416_856-1377	173	Not GPI-Anchored	-	0.991	*
megahit_46417_856-1377	173	Not GPI-Anchored	-	0.991	*
megahit_46417_2052-2504	150	Not GPI-Anchored	-	0.995	*
megahit_46580_365-1138	257	Not GPI-Anchored	-	0.961	*
megahit_46580_1428-2201	257	Not GPI-Anchored	-	0.961	*
megahit_46581_88-795	235	Not GPI-Anchored	-	0.827	*
megahit_46582_677-1453	258	Not GPI-Anchored	-	0.704	*
megahit_47087_345-965	206	Not GPI-Anchored	-	0.983	*
megahit_47287_769-1236	155	Not GPI-Anchored	-	0.748	*
megahit_43869_1-528	176	Not GPI-Anchored	-	0.994	*
megahit_47640_123-935	270	Not GPI-Anchored	-	0.996	*
megahit_47640_1000-2958	652	Not GPI-Anchored	-	0.991	*
megahit_47641_123-935	270	Not GPI-Anchored	-	0.996	*
megahit_47641_1000-2958	652	Not GPI-Anchored	-	0.991	*
megahit_47694_1020-1574	184	Not GPI-Anchored	-	0.996	*
megahit_48098_1-336	112	Not GPI-Anchored	-	0.992	*
megahit_48211_1145-1906	253	Not GPI-Anchored	-	0.827	*
megahit_48212_1145-1906	253	Not GPI-Anchored	-	0.827	*
megahit_48228_3-677	225	Not GPI-Anchored	-	0.993	*
megahit_46169_1-324	108	Not GPI-Anchored	-	0.994	*
megahit_45636_2-670	223	Not GPI-Anchored	-	0.987	*
megahit_45369_3-302	100	Not GPI-Anchored	-	0.989	*
megahit_45264_597-1649	350	Not GPI-Anchored	-	0.989	*
megahit_43871_1-528	176	Not GPI-Anchored	-	0.994	*
megahit_43991_2-1255	417	Not GPI-Anchored	-	0.994	*
megahit_43991_1463-2260	265	Not GPI-Anchored	-	0.737	*
megahit_43993_111-833	241	GPI-Anchored	214	0.544	N
megahit_43994_1-747	249	GPI-Anchored	223	0.670	N
megahit_43995_163-771	203	Not GPI-Anchored	-	0.992	*
megahit_44032_1376-2020	214	Not GPI-Anchored	-	0.994	*
megahit_44036_1-300	100	Not GPI-Anchored	-	0.988	*
megahit_44077_158-2929	923	Not GPI-Anchored	-	0.993	*
megahit_44202_3-1049	348	Not GPI-Anchored	-	0.994	*
megahit_44335_1-972	324	Not GPI-Anchored	-	0.987	*
megahit_44564_24-329	101	Not GPI-Anchored	-	0.993	*
megahit_44642_2518-3993	491	Not GPI-Anchored	-	0.994	*
megahit_44644_268-1161	298	Not GPI-Anchored	-	0.993	*
megahit_44873_1-687	229	Not GPI-Anchored	-	0.994	*
megahit_44984_4280-5401	374	Not GPI-Anchored	-	0.987	*
megahit_44988_1501-1914	138	Not GPI-Anchored	-	0.995	*
megahit_45158_5327-6724	465	Not GPI-Anchored	-	0.992	*
megahit_45263_494-1546	350	Not GPI-Anchored	-	0.989	*
megahit_48309_27-1094	355	Not GPI-Anchored	-	0.994	*
megahit_49144_385-1578	397	Not GPI-Anchored	-	0.993	*
megahit_49145_385-1578	397	Not GPI-Anchored	-	0.993	*
megahit_51340_51-1919	622	Not GPI-Anchored	-	0.994	*
megahit_51377_165-1163	332	Not GPI-Anchored	-	0.974	*
megahit_51378_165-1052	296	Not GPI-Anchored	-	0.992	*
megahit_51524_59-964	301	Not GPI-Anchored	-	0.984	*
megahit_51525_59-964	301	Not GPI-Anchored	-	0.985	*
megahit_51527_59-922	287	Not GPI-Anchored	-	0.985	*
megahit_51528_4-720	238	Not GPI-Anchored	-	0.978	*
megahit_51542_6-1160	384	Not GPI-Anchored	-	0.990	*
megahit_52281_3-1454	484	Not GPI-Anchored	-	0.993	*
megahit_52363_804-1460	219	Not GPI-Anchored	-	0.992	*
megahit_52365_1362-1850	163	Not GPI-Anchored	-	0.993	*
megahit_52569_58-2178	706	Not GPI-Anchored	-	0.994	*
megahit_52570_58-2178	706	Not GPI-Anchored	-	0.994	*
megahit_52572_58-2178	706	Not GPI-Anchored	-	0.994	*
megahit_52684_102-1223	374	Not GPI-Anchored	-	0.995	*
megahit_52744_3-2237	744	Not GPI-Anchored	-	0.993	*
megahit_52745_3-1022	339	Not GPI-Anchored	-	0.985	*
megahit_52806_45-1097	350	Not GPI-Anchored	-	0.986	*
megahit_52806_1094-1492	132	Not GPI-Anchored	-	0.988	*
megahit_52891_2-1384	460	Not GPI-Anchored	-	0.983	*
megahit_51376_165-1283	372	Not GPI-Anchored	-	0.972	*
megahit_51338_51-1919	622	Not GPI-Anchored	-	0.994	*
megahit_49259_164-976	270	Not GPI-Anchored	-	0.990	*
megahit_51072_2696-3991	432	Not GPI-Anchored	-	0.992	*
megahit_49317_1166-1969	268	Not GPI-Anchored	-	0.913	*
megahit_49332_1-1353	451	Not GPI-Anchored	-	0.991	*
megahit_49333_203-2233	676	Not GPI-Anchored	-	0.994	*
megahit_49334_203-2230	675	Not GPI-Anchored	-	0.994	*
megahit_49336_203-2233	676	Not GPI-Anchored	-	0.994	*
megahit_49476_509-1042	177	Not GPI-Anchored	-	0.995	*
megahit_50166_1-816	272	Not GPI-Anchored	-	0.943	*
megahit_50192_2-472	157	Not GPI-Anchored	-	0.992	*
megahit_50261_2-2890	963	GPI-Anchored	926	0.291	D
megahit_50518_63-1748	561	Not GPI-Anchored	-	0.990	*
megahit_50519_1772-2494	240	Not GPI-Anchored	-	0.971	*
megahit_50520_63-1748	561	Not GPI-Anchored	-	0.990	*
megahit_50520_1772-2494	240	Not GPI-Anchored	-	0.971	*
megahit_50521_63-1649	529	Not GPI-Anchored	-	0.992	*
megahit_50522_63-1748	561	Not GPI-Anchored	-	0.990	*
megahit_50522_1772-2494	240	Not GPI-Anchored	-	0.971	*
megahit_51032_1184-1630	148	Not GPI-Anchored	-	0.982	*
megahit_51034_1184-1651	155	Not GPI-Anchored	-	0.993	*
megahit_51066_362-1219	285	Not GPI-Anchored	-	0.990	*
megahit_43870_1-528	176	Not GPI-Anchored	-	0.994	*
megahit_43867_1-528	176	Not GPI-Anchored	-	0.994	*
megahit_67686_1669-2421	250	Not GPI-Anchored	-	0.994	*
megahit_40365_70-876	268	Not GPI-Anchored	-	0.995	*
megahit_39662_103-1485	460	Not GPI-Anchored	-	0.993	*
megahit_39663_301-1908	535	Not GPI-Anchored	-	0.987	*
megahit_39663_1998-3845	615	Not GPI-Anchored	-	0.547	*
megahit_39668_67-2493	808	Not GPI-Anchored	-	0.994	*
megahit_39668_2490-3821	443	Not GPI-Anchored	-	0.993	*
megahit_39717_1-450	150	Not GPI-Anchored	-	0.992	*
megahit_39879_3-785	261	Not GPI-Anchored	-	0.887	*
megahit_40046_666-1655	329	Not GPI-Anchored	-	0.908	*
megahit_40322_18-710	230	Not GPI-Anchored	-	0.442	*
megahit_40621_53-1510	485	Not GPI-Anchored	-	0.995	*
megahit_43741_87-671	194	Not GPI-Anchored	-	0.993	*
megahit_40623_53-1510	485	Not GPI-Anchored	-	0.995	*
megahit_40653_26-2779	917	Not GPI-Anchored	-	0.991	*
megahit_40699_3-1100	365	Not GPI-Anchored	-	0.988	*
megahit_40715_3-863	286	Not GPI-Anchored	-	0.989	*
megahit_40781_71-808	245	Not GPI-Anchored	-	0.993	*
megahit_40781_808-2112	434	Not GPI-Anchored	-	0.991	*
megahit_40782_38-685	215	Not GPI-Anchored	-	0.995	*
megahit_40782_810-3311	833	Not GPI-Anchored	-	0.995	*
megahit_40782_3311-4615	434	Not GPI-Anchored	-	0.991	*
megahit_39501_3706-4764	352	Not GPI-Anchored	-	0.994	*
megahit_39501_3207-3713	168	Not GPI-Anchored	-	0.994	*
megahit_39499_3617-4675	352	Not GPI-Anchored	-	0.994	*
megahit_39499_3118-3624	168	Not GPI-Anchored	-	0.994	*
megahit_37619_771-1751	326	Not GPI-Anchored	-	0.990	*
megahit_37696_900-1427	175	Not GPI-Anchored	-	0.993	*
megahit_37742_52-1146	364	Not GPI-Anchored	-	0.995	*
megahit_37924_51-1436	461	Not GPI-Anchored	-	0.995	*
megahit_38472_1144-2541	465	Not GPI-Anchored	-	0.993	*
megahit_38759_340-840	166	Not GPI-Anchored	-	0.985	*
megahit_38759_844-1368	174	Not GPI-Anchored	-	0.990	*
megahit_38770_112-630	172	GPI-Anchored	150	0.468	D
megahit_39225_1-1182	394	Not GPI-Anchored	-	0.992	*
megahit_39226_1-1182	394	Not GPI-Anchored	-	0.993	*
megahit_39416_35-379	114	Not GPI-Anchored	-	0.981	*
megahit_39442_1-1611	537	Not GPI-Anchored	-	0.991	*
megahit_39445_1869-4286	805	Not GPI-Anchored	-	0.995	*
megahit_39496_2301-2807	168	Not GPI-Anchored	-	0.994	*
megahit_39496_2800-3858	352	Not GPI-Anchored	-	0.994	*
megahit_39497_2430-2936	168	Not GPI-Anchored	-	0.994	*
megahit_39497_2929-3987	352	Not GPI-Anchored	-	0.994	*
megahit_39498_1957-2463	168	Not GPI-Anchored	-	0.994	*
megahit_39498_2456-3514	352	Not GPI-Anchored	-	0.994	*
megahit_40783_21-1472	483	Not GPI-Anchored	-	0.993	*
megahit_40783_1568-3472	634	Not GPI-Anchored	-	0.991	*
megahit_40783_3597-6098	833	Not GPI-Anchored	-	0.995	*
megahit_42733_103-1164	353	Not GPI-Anchored	-	0.995	*
megahit_42734_103-1164	353	Not GPI-Anchored	-	0.995	*
megahit_42734_1223-4018	931	Not GPI-Anchored	-	0.984	*
megahit_42736_747-2402	552	Not GPI-Anchored	-	0.991	*
megahit_42738_103-1164	353	Not GPI-Anchored	-	0.995	*
megahit_42738_1223-4024	933	Not GPI-Anchored	-	0.984	*
megahit_42739_103-1164	353	Not GPI-Anchored	-	0.995	*
megahit_42851_3-2033	677	Not GPI-Anchored	-	0.992	*
megahit_42901_89-670	194	Not GPI-Anchored	-	0.988	*
megahit_43044_56-643	195	Not GPI-Anchored	-	0.524	*
megahit_43229_145-873	243	Not GPI-Anchored	-	0.995	*
megahit_43251_298-1275	325	Not GPI-Anchored	-	0.980	*
megahit_43343_172-954	260	Not GPI-Anchored	-	0.995	*
megahit_43377_4680-5963	427	Not GPI-Anchored	-	0.988	*
megahit_43377_6023-8257	744	Not GPI-Anchored	-	0.988	*
megahit_43592_167-475	102	Not GPI-Anchored	-	0.993	*
megahit_43596_167-475	102	Not GPI-Anchored	-	0.993	*
megahit_43606_167-475	102	Not GPI-Anchored	-	0.993	*
megahit_43609_933-3044	703	Not GPI-Anchored	-	0.994	*
megahit_43609_3056-3613	185	Not GPI-Anchored	-	0.995	*
megahit_42733_1344-4139	931	Not GPI-Anchored	-	0.984	*
megahit_42732_1223-4024	933	Not GPI-Anchored	-	0.984	*
megahit_40783_6098-7402	434	Not GPI-Anchored	-	0.991	*
megahit_42732_103-1164	353	Not GPI-Anchored	-	0.995	*
megahit_40784_2-1084	361	Not GPI-Anchored	-	0.995	*
megahit_40784_1179-3083	634	Not GPI-Anchored	-	0.991	*
megahit_40788_75-440	121	Not GPI-Anchored	-	0.990	*
megahit_40788_1463-1984	173	Not GPI-Anchored	-	0.996	*
megahit_40789_75-440	121	Not GPI-Anchored	-	0.990	*
megahit_40790_576-1097	173	Not GPI-Anchored	-	0.996	*
megahit_41077_3-818	272	Not GPI-Anchored	-	0.993	*
megahit_41789_2-1153	384	Not GPI-Anchored	-	0.995	*
megahit_41795_48-1787	579	Not GPI-Anchored	-	0.993	*
megahit_41797_1702-3441	579	Not GPI-Anchored	-	0.993	*
megahit_41798_1702-3441	579	Not GPI-Anchored	-	0.993	*
megahit_41807_46-1242	398	Not GPI-Anchored	-	0.995	*
megahit_41898_8-859	283	Not GPI-Anchored	-	0.914	*
megahit_42187_2-1105	368	Not GPI-Anchored	-	0.990	*
megahit_42666_947-1351	134	Not GPI-Anchored	-	0.991	*
megahit_42667_658-1350	230	Not GPI-Anchored	-	0.994	*
megahit_42677_3-473	156	Not GPI-Anchored	-	0.993	*
megahit_42679_1-417	139	Not GPI-Anchored	-	0.993	*
megahit_42680_28-744	238	Not GPI-Anchored	-	0.995	*
megahit_52902_2-2125	708	Not GPI-Anchored	-	0.994	*
megahit_53400_5742-8291	849	Not GPI-Anchored	-	0.993	*
megahit_53481_90-458	123	Not GPI-Anchored	-	0.992	*
megahit_63807_102-1175	357	Not GPI-Anchored	-	0.995	*
megahit_62948_2011-4113	700	Not GPI-Anchored	-	0.994	*
megahit_62949_509-1987	492	Not GPI-Anchored	-	0.984	*
megahit_62949_2029-4131	700	Not GPI-Anchored	-	0.994	*
megahit_62973_2-700	233	Not GPI-Anchored	-	0.992	*
megahit_63273_1-477	159	Not GPI-Anchored	-	0.995	*
megahit_63292_2027-4981	984	Not GPI-Anchored	-	0.994	*
megahit_63652_95-1669	524	Not GPI-Anchored	-	0.992	*
megahit_63653_95-529	144	Not GPI-Anchored	-	0.984	*
megahit_63806_30-560	176	Not GPI-Anchored	-	0.835	*
megahit_63815_1-411	137	Not GPI-Anchored	-	0.995	*
megahit_53484_243-611	123	Not GPI-Anchored	-	0.992	*
megahit_64013_1-753	251	Not GPI-Anchored	-	0.985	*
megahit_64131_192-890	232	Not GPI-Anchored	-	0.991	*
megahit_64189_2-613	204	Not GPI-Anchored	-	0.995	*
